chr	Start	End	Deletion_Size
2R 	 22802355 	 22802459 	 104
2R 	 22816577 	 22816699 	 122
2R	22820107 	 22823256 	 3149
2R 	 22898123 	 22898235 	 112
2R 	 22946227 	 22946313 	 86
2R 	 22946469 	 22946509 	 40
2R	22954882 	 22955002 	 120
2R 	 22959183 	 22959275 	 92
2R 	 22960772 	 22960813 	 41
2R 	 22969370 	 22969447 	 77
2R	22970278 	 22972809 	 2531
2R	22983072 	 22983445 	 373
2R 	 22991898 	 22992020 	 122
2R 	 23012777 	 23012888 	 111
2R	23035470 	 23038284 	 2814
2R	23046334 	 23068489 	 22155
2R	23078404 	 23078875 	 471
2R 	 23093316 	 23093419 	 103
2R	23104705 	 23123606 	 18901
2R 	 23132711 	 23132833 	 122
2R	23136234 	 23136815 	 581
2R	23139697 	 23153953 	 14256
2R	23175792 	 23177916 	 2124
2R 	 23184663 	 23184764 	 101
2R	23192104 	 23194046 	 1942
2R	23233714 	 23234368 	 654
2R	23237598 	 23237649 	 51
2R 	 23247426 	 23247550 	 124
2R	23250795 	 23250980 	 185
2R	23285499 	 23286125 	 626
2R 	 23368626 	 23368749 	 123
2R	23371354 	 23373607 	 2253
2R 	 23374456 	 23374571 	 115
2R 	 23385476 	 23385518 	 42
2R 	 23405456 	 23405544 	 88
2R 	 23452729 	 23452850 	 121
2R	23463656 	 23464372 	 716
2R 	 23465834 	 23465944 	 110
2R	23488431 	 23488871 	 440
2R	23495911 	 23512979 	 17068
2R 	 23534239 	 23534349 	 110
2R 	 23534430 	 23534541 	 111
2R 	 23550798 	 23550841 	 43
2R 	 23554357 	 23554478 	 121
2R	23561474 	 23563030 	 1556
2R 	 23575601 	 23575659 	 58
2R 	 23579143 	 23579252 	 109
2R	23599236 	 23609027 	 9791
2R	23621917 	 23622323 	 406
2R 	 23630904 	 23631002 	 98
2R 	 23640874 	 23640990 	 116
2R	23642920 	 23643018 	 98
2R 	 23652575 	 23652686 	 111
2R	23688518 	 23697321 	 8803
2R 	 23720791 	 23720898 	 107
2R	23727343 	 23727829 	 486
2R	23734206 	 23736073 	 1867
2R	23740508 	 23741006 	 498
2R	23765522 	 23766883 	 1361
2R	23809503 	 23811019 	 1516
2R	23812350 	 23812596 	 246
2R	23835509 	 23841692 	 6183
2R	23842926 	 23847823 	 4897
2R	23867217 	 23869205 	 1988
2R	23870984 	 23871453 	 469
2R 	 23877905 	 23878027 	 122
2R	23898574 	 23898772 	 198
2R	23909370 	 23909505 	 135
2R 	 23937109 	 23937141 	 32
2R	23942958 	 23969891 	 26933
2R 	 24019383 	 24019485 	 102
2R	24027007 	 24038073 	 11066
2R	24047732 	 24049214 	 1482
2R	24068963 	 24069087 	 124
2R	24084482 	 24085418 	 936
2R 	 24124240 	 24124318 	 78
2R	24162296 	 24163055 	 759
2R	24164599 	 24165578 	 979
2R 	 24181636 	 24181700 	 64
2R	24186381 	 24189425 	 3044
2R	24210069 	 24210848 	 779
2R 	 24242373 	 24242490 	 117
2R 	 24259751 	 24259856 	 105
2R	24276304 	 24280138 	 3834
2R	24291062 	 24308078 	 17016
2R	24340696 	 24341051 	 355
2R 	 24356404 	 24356497 	 93
2R 	 24357459 	 24357566 	 107
2R	24376057 	 24376369 	 312
2R 	 24381503 	 24381548 	 45
2R 	 24381636 	 24381718 	 82
2R 	 24408428 	 24408544 	 116
2R	24428510 	 24431376 	 2866
2R	24453402 	 24469689 	 16287
2R	24476545 	 24476762 	 217
2R 	 24482048 	 24482163 	 115
2R 	 24516310 	 24516433 	 123
2R	24535512 	 24535563 	 51
2R 	 24540750 	 24540874 	 124
2R	24597399 	 24607922 	 10523
2R 	 24645953 	 24646015 	 62
2R 	 24655557 	 24655623 	 66
2R 	 24667600 	 24667703 	 103
2R	24687576 	 24698393 	 10817
2R	24699763 	 24701471 	 1708
2R 	 24733813 	 24733935 	 122
2R 	 24738481 	 24738581 	 100
2R 	 24742454 	 24742566 	 112
2R 	 24753856 	 24753969 	 113
2R 	 24780408 	 24780522 	 114
2R 	 24874502 	 24874601 	 99
2R	24874691 	 24902334 	 27643
2R	24907077 	 24922862 	 15785
2R 	 24977782 	 24977903 	 121
2R 	 24988667 	 24988718 	 51
2R 	 24989656 	 24989731 	 75
2R	24989890 	 24989975 	 85
2R 	 24995434 	 24995545 	 111
2R	25018787 	 25019418 	 631
2R 	 25024437 	 25024540 	 103
2R	25025347 	 25028751 	 3404
2R 	 25132061 	 25132182 	 121
2R 	 25145524 	 25145627 	 103
2R 	 25157896 	 25157999 	 103
2R 	 25159376 	 25159486 	 110
2R 	 25174663 	 25174784 	 121
2R 	 25183703 	 25183816 	 113
2R 	 25188135 	 25188250 	 115
2R	25238109 	 25263044 	 24935
2R 	 25265457 	 25265487 	 30
2R 	 25271304 	 25271355 	 51
2R 	 25279188 	 25279291 	 103
3L 	 10213 	 10310 	 97
3L 	 11715 	 11825 	 110
3L	39439 	 47056 	 7617
3L	48983 	 49689 	 706
3L	69031 	 69124 	 93
3L 	 86587 	 86681 	 94
3L	107224 	 110435 	 3211
3L 	 112879 	 112951 	 72
3L 	 116001 	 116125 	 124
3L	124195 	 128199 	 4004
3L 	 150190 	 150297 	 107
3L 	 170548 	 170593 	 45
3L 	 177426 	 177508 	 82
3L	198954 	 199244 	 290
3L	206849 	 210092 	 3243
3L	235063 	 235858 	 795
3L	250496 	 253194 	 2698
3L	261587 	 261817 	 230
3L	339482 	 362405 	 22923
3L	362624 	 372989 	 10365
3L 	 375288 	 375402 	 114
3L 	 402921 	 402992 	 71
3L 	 409862 	 409969 	 107
3L	444757 	 454507 	 9750
3L	503824 	 504497 	 673
3L	542411 	 542545 	 134
3L	551687 	 560713 	 9026
3L 	 561882 	 562004 	 122
3L 	 569708 	 569813 	 105
3L 	 580922 	 581030 	 108
3L	581593 	 582998 	 1405
3L	584964 	 590316 	 5352
3L 	 599355 	 599463 	 108
3L	611331 	 612554 	 1223
3L 	 616125 	 616233 	 108
3L 	 681389 	 681512 	 123
3L 	 694389 	 694511 	 122
3L 	 695878 	 695995 	 117
3L	696556 	 700469 	 3913
3L	716929 	 720932 	 4003
3L	735662 	 735714 	 52
3L	747164 	 752086 	 4922
3L	754455 	 754903 	 448
3L 	 787924 	 788045 	 121
3L	789687 	 794958 	 5271
3L	804555 	 812784 	 8229
3L	841108 	 842430 	 1322
3L 	 863108 	 863202 	 94
3L 	 865315 	 865375 	 60
3L 	 930878 	 930987 	 109
3L	959237 	 959296 	 59
3L	964538 	 976172 	 11634
3L	1012225 	 1019978 	 7753
3L 	 1051973 	 1052097 	 124
3L 	 1057419 	 1057479 	 60
3L 	 1100685 	 1100808 	 123
3L 	 1125517 	 1125624 	 107
3L 	 1126731 	 1126852 	 121
3L	1144172 	 1146183 	 2011
3L 	 1152690 	 1152791 	 101
3L 	 1155597 	 1155707 	 110
3L 	 1158138 	 1158261 	 123
3L 	 1162686 	 1162783 	 97
3L 	 1218339 	 1218412 	 73
3L 	 1226441 	 1226532 	 91
3L	1230626 	 1237601 	 6975
3L 	 1240894 	 1240993 	 99
3L	1274533 	 1279945 	 5412
3L	1301259 	 1303484 	 2225
3L	1310993 	 1311537 	 544
3L	1345835 	 1348138 	 2303
3L 	 1370644 	 1370753 	 109
3L	1408239 	 1408485 	 246
3L 	 1427030 	 1427135 	 105
3L 	 1429451 	 1429493 	 42
3L	1435540 	 1436237 	 697
3L	1461329 	 1464815 	 3486
3L 	 1483831 	 1483933 	 102
3L 	 1514764 	 1514886 	 122
3L	1521836 	 1524340 	 2504
3L	1541407 	 1550679 	 9272
3L 	 1588731 	 1588845 	 114
3L	1594370 	 1601780 	 7410
3L	1616594 	 1627465 	 10871
3L	1674516 	 1675682 	 1166
3L 	 1680069 	 1680154 	 85
3L	1683842 	 1690669 	 6827
3L	1695363 	 1696944 	 1581
3L 	 1702509 	 1702632 	 123
3L	1703368 	 1705001 	 1633
3L	1705560 	 1719089 	 13529
3L	1722004 	 1722951 	 947
3L	1730350 	 1730641 	 291
3L 	 1764128 	 1764250 	 122
3L	1767916 	 1768546 	 630
3L 	 1784502 	 1784615 	 113
3L 	 1843388 	 1843509 	 121
3L	1854371 	 1854421 	 50
3L	1865970 	 1866210 	 240
3L	1868272 	 1879825 	 11553
3L	1883461 	 1883530 	 69
3L	1884615 	 1887319 	 2704
3L	1903622 	 1903916 	 294
3L	1912577 	 1918555 	 5978
3L	1936825 	 1939522 	 2697
3L 	 1966955 	 1967062 	 107
3L	1978877 	 1978927 	 50
3L	1999317 	 1999879 	 562
3L	2000797 	 2003909 	 3112
3L 	 2021942 	 2022059 	 117
3L 	 2082732 	 2082856 	 124
3L	2086640 	 2107565 	 20925
3L 	 2124653 	 2124764 	 111
3L 	 2138432 	 2138543 	 111
3L	2140968 	 2143689 	 2721
3L 	 2158737 	 2158836 	 99
3L	2164323 	 2166574 	 2251
3L	2178324 	 2179227 	 903
3L 	 2200860 	 2200976 	 116
3L	2225338 	 2228087 	 2749
3L	2233753 	 2234956 	 1203
3L	2269370 	 2271814 	 2444
3L	2277965 	 2278026 	 61
3L	2281887 	 2283930 	 2043
3L 	 2283930 	 2283993 	 63
3L	2334094 	 2337836 	 3742
3L	2377151 	 2378961 	 1810
3L	2388345 	 2392434 	 4089
3L 	 2403379 	 2403488 	 109
3L 	 2446135 	 2446194 	 59
3L 	 2449031 	 2449105 	 74
3L 	 2451539 	 2451658 	 119
3L 	 2455252 	 2455319 	 67
3L 	 2458067 	 2458134 	 67
3L	2467389 	 2468619 	 1230
3L	2495418 	 2498070 	 2652
3L	2503911 	 2520029 	 16118
3L 	 2528235 	 2528359 	 124
3L	2554868 	 2574411 	 19543
3L 	 2586909 	 2587033 	 124
3L 	 2587035 	 2587136 	 101
3L	2601554 	 2601789 	 235
3L	2606366 	 2606415 	 49
3L	2615025 	 2617451 	 2426
3L	2660181 	 2667519 	 7338
3L 	 2722070 	 2722185 	 115
3L	2741559 	 2743042 	 1483
3L	2805146 	 2807994 	 2848
3L 	 2812010 	 2812124 	 114
3L	2835396 	 2839235 	 3839
3L	2847592 	 2847757 	 165
3L 	 2852782 	 2852880 	 98
3L	2896360 	 2902556 	 6196
3L	2904923 	 2905170 	 247
3L	2906051 	 2921888 	 15837
3L 	 2932995 	 2933042 	 47
3L 	 2935203 	 2935286 	 83
3L	2936072 	 2940159 	 4087
3L	2940725 	 2943453 	 2728
3L	2949241 	 2949299 	 58
3L 	 2950708 	 2950772 	 64
3L 	 2970770 	 2970817 	 47
3L 	 2970877 	 2970969 	 92
3L 	 2972337 	 2972448 	 111
3L 	 2974376 	 2974478 	 102
3L	2975803 	 2975974 	 171
3L	3020388 	 3026608 	 6220
3L	3027258 	 3031178 	 3920
3L 	 3062471 	 3062556 	 85
3L 	 3062984 	 3063059 	 75
3L 	 3066458 	 3066585 	 127
3L	3092611 	 3100786 	 8175
3L	3160269 	 3184604 	 24335
3L 	 3205466 	 3205585 	 119
3L 	 3220919 	 3221025 	 106
3L	3230465 	 3230518 	 53
3L	3246572 	 3256148 	 9576
3L	3270922 	 3271871 	 949
3L	3274603 	 3315676 	 41073
3L	3330588 	 3337421 	 6833
3L 	 3349512 	 3349636 	 124
3L	3362665 	 3374061 	 11396
3L	3380477 	 3389699 	 9222
3L 	 3391252 	 3391350 	 98
3L 	 3420359 	 3420460 	 101
3L	3428219 	 3429027 	 808
3L	3461470 	 3461948 	 478
3L	3483346 	 3485842 	 2496
3L	3487087 	 3495558 	 8471
3L	3532077 	 3532446 	 369
3L	3553607 	 3553749 	 142
3L	3571524 	 3579234 	 7710
3L 	 3587544 	 3587664 	 120
3L	3593226 	 3597831 	 4605
3L	3611972 	 3612153 	 181
3L	3633960 	 3643131 	 9171
3L	3643816 	 3650316 	 6500
3L	3661431 	 3675603 	 14172
3L 	 3690534 	 3690656 	 122
3L	3739805 	 3750058 	 10253
3L	3750893 	 3754203 	 3310
3L	3755628 	 3756943 	 1315
3L	3757606 	 3759647 	 2041
3L	3801676 	 3805957 	 4281
3L	3846424 	 3850329 	 3905
3L 	 3867115 	 3867239 	 124
3L	3881878 	 3882374 	 496
3L 	 3890877 	 3890999 	 122
3L	3893345 	 3902165 	 8820
3L 	 3917267 	 3917383 	 116
3L	3961639 	 4002912 	 41273
3L 	 4006522 	 4006644 	 122
3L 	 4018883 	 4019002 	 119
3L 	 4046901 	 4047008 	 107
3L 	 4051830 	 4051951 	 121
3L	4063092 	 4069696 	 6604
3L	4112517 	 4119494 	 6977
3L	4122180 	 4122614 	 434
3L	4131021 	 4143057 	 12036
3L	4153171 	 4158890 	 5719
3L	4170455 	 4170556 	 101
3L 	 4200315 	 4200413 	 98
3L 	 4216066 	 4216179 	 113
3L	4225824 	 4226644 	 820
3L 	 4231306 	 4231412 	 106
3L	4274073 	 4274444 	 371
3L	4286129 	 4286898 	 769
3L 	 4308403 	 4308504 	 101
3L 	 4326676 	 4326778 	 102
3L 	 4332012 	 4332067 	 55
3L	4363293 	 4367498 	 4205
3L	4374554 	 4374618 	 64
3L	4422057 	 4422191 	 134
3L 	 4430508 	 4430539 	 31
3L 	 4431054 	 4431150 	 96
3L 	 4447898 	 4447964 	 66
3L 	 4449749 	 4449870 	 121
3L 	 4451502 	 4451564 	 62
3L 	 4502087 	 4502185 	 98
3L	4512531 	 4513448 	 917
3L 	 4525333 	 4525442 	 109
3L 	 4533527 	 4533647 	 120
3L	4543156 	 4544268 	 1112
3L	4548119 	 4558459 	 10340
3L 	 4591374 	 4591477 	 103
3L 	 4592143 	 4592241 	 98
3L 	 4597396 	 4597516 	 120
3L	4619816 	 4624946 	 5130
3L	4666542 	 4666823 	 281
3L 	 4679052 	 4679152 	 100
3L	4777486 	 4777600 	 114
3L	4819576 	 4828770 	 9194
3L	4833696 	 4835968 	 2272
3L	4851177 	 4851924 	 747
3L	4864658 	 4865090 	 432
3L	4878449 	 4878519 	 70
3L 	 4898872 	 4898927 	 55
3L 	 4902046 	 4902097 	 51
3L 	 4903836 	 4903896 	 60
3L	4910132 	 4911574 	 1442
3L 	 4948755 	 4948856 	 101
3L	4983541 	 4984399 	 858
3L 	 5029287 	 5029404 	 117
3L 	 5045610 	 5045686 	 76
3L	5069246 	 5077875 	 8629
3L 	 5088301 	 5088425 	 124
3L 	 5089096 	 5089193 	 97
3L 	 5116141 	 5116260 	 119
3L 	 5118045 	 5118076 	 31
3L 	 5123724 	 5123797 	 73
3L	5133902 	 5133952 	 50
3L 	 5204084 	 5204208 	 124
3L	5242700 	 5246198 	 3498
3L	5250972 	 5253745 	 2773
3L	5263368 	 5267155 	 3787
3L	5275470 	 5289605 	 14135
3L	5293308 	 5298118 	 4810
3L 	 5300529 	 5300601 	 72
3L 	 5305242 	 5305332 	 90
3L	5308258 	 5325344 	 17086
3L	5333748 	 5335649 	 1901
3L 	 5375733 	 5375857 	 124
3L 	 5390942 	 5391032 	 90
3L 	 5418405 	 5418514 	 109
3L 	 5425508 	 5425616 	 108
3L 	 5456259 	 5456358 	 99
3L 	 5458224 	 5458297 	 73
3L 	 5458388 	 5458455 	 67
3L 	 5464731 	 5464803 	 72
3L 	 5465390 	 5465450 	 60
3L	5466523 	 5467302 	 779
3L	5493398 	 5494245 	 847
3L	5499420 	 5500009 	 589
3L	5602734 	 5606983 	 4249
3L	5634406 	 5640808 	 6402
3L 	 5660112 	 5660222 	 110
3L	5666387 	 5666776 	 389
3L	5667164 	 5674133 	 6969
3L	5703004 	 5704833 	 1829
3L	5720490 	 5720899 	 409
3L 	 5722726 	 5722841 	 115
3L	5730820 	 5730878 	 58
3L 	 5735112 	 5735233 	 121
3L 	 5745756 	 5745869 	 113
3L	5750011 	 5750101 	 90
3L 	 5796126 	 5796249 	 123
3L	5838085 	 5843976 	 5891
3L	5852570 	 5859633 	 7063
3L	5872928 	 5895157 	 22229
3L	5897587 	 5898993 	 1406
3L	5899525 	 5901178 	 1653
3L	5905679 	 5907486 	 1807
3L	5912213 	 5912462 	 249
3L	5964997 	 5966548 	 1551
3L	5989687 	 5999469 	 9782
3L	6056909 	 6065180 	 8271
3L	6072409 	 6072694 	 285
3L	6075630 	 6084189 	 8559
3L	6099906 	 6103553 	 3647
3L	6109998 	 6110258 	 260
3L 	 6157063 	 6157184 	 121
3L	6159193 	 6159848 	 655
3L	6169940 	 6170062 	 122
3L	6198762 	 6201599 	 2837
3L 	 6211706 	 6211830 	 124
3L 	 6213298 	 6213398 	 100
3L	6218998 	 6219232 	 234
3L 	 6227521 	 6227561 	 40
3L 	 6233316 	 6233426 	 110
3L 	 6237192 	 6237305 	 113
3L	6241047 	 6242781 	 1734
3L 	 6251486 	 6251608 	 122
3L	6276027 	 6276807 	 780
3L	6290570 	 6290982 	 412
3L 	 6298445 	 6298567 	 122
3L	6317836 	 6318318 	 482
3L	6320123 	 6321772 	 1649
3L 	 6382870 	 6382988 	 118
3L	6391710 	 6393470 	 1760
3L 	 6424633 	 6424700 	 67
3L 	 6427031 	 6427088 	 57
3L 	 6438974 	 6439089 	 115
3L	6446454 	 6446504 	 50
3L	6463613 	 6463726 	 113
3L 	 6478925 	 6479037 	 112
3L 	 6515590 	 6515700 	 110
3L	6533294 	 6533361 	 67
3L	6552403 	 6552669 	 266
3L	6559186 	 6559234 	 48
3L	6564354 	 6566320 	 1966
3L	6567567 	 6567668 	 101
3L	6580134 	 6583473 	 3339
3L	6627153 	 6633128 	 5975
3L	6634100 	 6636577 	 2477
3L	6671285 	 6671409 	 124
3L 	 6679938 	 6680053 	 115
3L 	 6697622 	 6697744 	 122
3L	6743612 	 6745254 	 1642
3L	6787412 	 6787974 	 562
3L	6805590 	 6811372 	 5782
3L	6812938 	 6813478 	 540
3L 	 6816574 	 6816694 	 120
3L	6819637 	 6820465 	 828
3L	6855396 	 6855488 	 92
3L 	 6889314 	 6889438 	 124
3L 	 6891520 	 6891622 	 102
3L	6901955 	 6902141 	 186
3L	6978370 	 6978535 	 165
3L	7016665 	 7016794 	 129
3L 	 7030645 	 7030749 	 104
3L	7048294 	 7050197 	 1903
3L	7051704 	 7055805 	 4101
3L	7075732 	 7075984 	 252
3L	7081009 	 7081623 	 614
3L	7224677 	 7227643 	 2966
3L 	 7285501 	 7285600 	 99
3L	7313930 	 7316661 	 2731
3L	7322178 	 7328964 	 6786
3L	7331927 	 7335798 	 3871
3L 	 7348505 	 7348626 	 121
3L	7351255 	 7351700 	 445
3L 	 7363534 	 7363642 	 108
3L	7372119 	 7374746 	 2627
3L 	 7376071 	 7376147 	 76
3L 	 7381238 	 7381288 	 50
3L	7387335 	 7387731 	 396
3L	7399459 	 7399913 	 454
3L	7423993 	 7427075 	 3082
3L	7467183 	 7467232 	 49
3L	7484223 	 7487301 	 3078
3L 	 7537221 	 7537326 	 105
3L 	 7551030 	 7551134 	 104
3L 	 7579035 	 7579156 	 121
3L	7583160 	 7583256 	 96
3L 	 7584806 	 7584913 	 107
3L	7604150 	 7604437 	 287
3L 	 7621450 	 7621550 	 100
3L 	 7629054 	 7629176 	 122
3L	7632916 	 7640979 	 8063
3L	7643491 	 7648159 	 4668
3L 	 7661331 	 7661422 	 91
3L 	 7678134 	 7678169 	 35
3L 	 7695207 	 7695322 	 115
3L	7696699 	 7697919 	 1220
3L	7724075 	 7724125 	 50
3L	7751388 	 7759533 	 8145
3L	7762501 	 7772640 	 10139
3L	7787784 	 7787903 	 119
3L	7837177 	 7842108 	 4931
3L 	 7873550 	 7873673 	 123
3L	7886761 	 7886913 	 152
3L 	 7888546 	 7888642 	 96
3L	7905507 	 7907585 	 2078
3L 	 7911984 	 7912096 	 112
3L	7942127 	 7942207 	 80
3L 	 7961034 	 7961157 	 123
3L 	 7978316 	 7978437 	 121
3L	7979381 	 7979450 	 69
3L 	 7985496 	 7985584 	 88
3L	8017362 	 8017946 	 584
3L	8029227 	 8029363 	 136
3L	8035504 	 8052263 	 16759
3L 	 8056024 	 8056145 	 121
3L	8071972 	 8072050 	 78
3L	8080721 	 8082667 	 1946
3L 	 8092622 	 8092745 	 123
3L	8097704 	 8099564 	 1860
3L 	 8102885 	 8103007 	 122
3L	8106937 	 8113296 	 6359
3L 	 8131373 	 8131477 	 104
3L	8147842 	 8160047 	 12205
3L	8160811 	 8170500 	 9689
3L 	 8202770 	 8202891 	 121
3L	8271040 	 8273258 	 2218
3L 	 8288297 	 8288410 	 113
3L	8305497 	 8308980 	 3483
3L	8311393 	 8321802 	 10409
3L	8324238 	 8324341 	 103
3L 	 8366614 	 8366689 	 75
3L 	 8371199 	 8371250 	 51
3L	8382063 	 8400436 	 18373
3L 	 8409983 	 8410080 	 97
3L	8435996 	 8436216 	 220
3L	8440892 	 8447328 	 6436
3L 	 8453780 	 8453827 	 47
3L 	 8500964 	 8500995 	 31
3L 	 8502470 	 8502591 	 121
3L	8536092 	 8537742 	 1650
3L 	 8605341 	 8605464 	 123
3L 	 8609511 	 8609630 	 119
3L	8611480 	 8622882 	 11402
3L	8640513 	 8645322 	 4809
3L 	 8663266 	 8663367 	 101
3L	8666737 	 8667469 	 732
3L 	 8687290 	 8687393 	 103
3L	8714544 	 8720700 	 6156
3L	8721374 	 8721553 	 179
3L	8775506 	 8775686 	 180
3L 	 8782426 	 8782526 	 100
3L 	 8791356 	 8791392 	 36
3L 	 8817844 	 8817943 	 99
3L 	 8828539 	 8828626 	 87
3L 	 8834296 	 8834335 	 39
3L	8842215 	 8842337 	 122
3L	8843756 	 8843821 	 65
3L	8845586 	 8847412 	 1826
3L	8873771 	 8873908 	 137
3L	8888556 	 8889327 	 771
3L	8895607 	 8895665 	 58
3L	8919136 	 8921010 	 1874
3L 	 8921915 	 8922035 	 120
3L	8925952 	 8926618 	 666
3L	8963137 	 8963232 	 95
3L 	 8978436 	 8978546 	 110
3L 	 8980067 	 8980189 	 122
3L 	 8984262 	 8984362 	 100
3L	9011164 	 9013598 	 2434
3L	9028940 	 9030305 	 1365
3L	9106401 	 9106457 	 56
3L	9113441 	 9116416 	 2975
3L 	 9116882 	 9116978 	 96
3L 	 9117947 	 9117979 	 32
3L 	 9195089 	 9195211 	 122
3L	9212027 	 9214060 	 2033
3L 	 9253965 	 9254075 	 110
3L 	 9260300 	 9260363 	 63
3L 	 9261828 	 9261892 	 64
3L	9291361 	 9292162 	 801
3L	9297155 	 9301307 	 4152
3L 	 9312164 	 9312290 	 126
3L	9315875 	 9319690 	 3815
3L 	 9319977 	 9320084 	 107
3L	9328168 	 9328251 	 83
3L 	 9356440 	 9356545 	 105
3L 	 9385890 	 9386014 	 124
3L	9406876 	 9410965 	 4089
3L	9425730 	 9432857 	 7127
3L 	 9438441 	 9438514 	 73
3L 	 9449998 	 9450053 	 55
3L	9466519 	 9468940 	 2421
3L	9470405 	 9472199 	 1794
3L	9485058 	 9486059 	 1001
3L 	 9496625 	 9496748 	 123
3L	9504813 	 9504894 	 81
3L	9559557 	 9575987 	 16430
3L 	 9576459 	 9576516 	 57
3L 	 9580161 	 9580228 	 67
3L	9583164 	 9583306 	 142
3L	9583981 	 9645693 	 61712
3L 	 9666543 	 9666662 	 119
3L	9690818 	 9691466 	 648
3L	9698538 	 9698674 	 136
3L	9700517 	 9702610 	 2093
3L	9709781 	 9716000 	 6219
3L	9733400 	 9733462 	 62
3L	9745507 	 9749200 	 3693
3L 	 9791296 	 9791404 	 108
3L	9791526 	 9792982 	 1456
3L 	 9811754 	 9811872 	 118
3L	9822342 	 9822899 	 557
3L	9852483 	 9852955 	 472
3L 	 9862857 	 9862956 	 99
3L	9874528 	 9880470 	 5942
3L	9882008 	 9886445 	 4437
3L 	 9963314 	 9963415 	 101
3L	9991605 	 9992983 	 1378
3L	9996556 	 9997843 	 1287
3L	10010323 	 10026460 	 16137
3L 	 10075202 	 10075302 	 100
3L 	 10079214 	 10079320 	 106
3L	10116722 	 10117628 	 906
3L 	 10172483 	 10172592 	 109
3L 	 10183123 	 10183240 	 117
3L 	 10227101 	 10227208 	 107
3L 	 10244701 	 10244826 	 125
3L	10245648 	 10254628 	 8980
3L	10257025 	 10270086 	 13061
3L 	 10270742 	 10270846 	 104
3L	10319631 	 10333581 	 13950
3L	10337701 	 10339348 	 1647
3L 	 10342131 	 10342255 	 124
3L	10373125 	 10375111 	 1986
3L	10384473 	 10386377 	 1904
3L	10464792 	 10467125 	 2333
3L	10509090 	 10510165 	 1075
3L 	 10516872 	 10516980 	 108
3L	10555278 	 10557865 	 2587
3L	10563279 	 10563511 	 232
3L 	 10592722 	 10592830 	 108
3L	10593830 	 10594055 	 225
3L	10631854 	 10632024 	 170
3L	10646940 	 10646991 	 51
3L	10673090 	 10673498 	 408
3L 	 10685849 	 10685965 	 116
3L	10708448 	 10728267 	 19819
3L	10750600 	 10753828 	 3228
3L	10756357 	 10758277 	 1920
3L	10794914 	 10798457 	 3543
3L	10850310 	 10859574 	 9264
3L 	 10874390 	 10874513 	 123
3L	10875887 	 10876665 	 778
3L	10879940 	 10880222 	 282
3L	10893243 	 10894274 	 1031
3L	10899222 	 10899929 	 707
3L	10934171 	 10935360 	 1189
3L	10943498 	 10944264 	 766
3L 	 10970455 	 10970564 	 109
3L	10982426 	 10990276 	 7850
3L 	 10995646 	 10995751 	 105
3L	11033460 	 11034253 	 793
3L 	 11046444 	 11046566 	 122
3L	11050327 	 11063595 	 13268
3L 	 11086786 	 11086858 	 72
3L 	 11096532 	 11096586 	 54
3L	11126819 	 11132443 	 5624
3L	11137727 	 11137901 	 174
3L 	 11151341 	 11151457 	 116
3L	11158253 	 11158400 	 147
3L 	 11175354 	 11175470 	 116
3L 	 11192492 	 11192605 	 113
3L	11198101 	 11199880 	 1779
3L 	 11201011 	 11201114 	 103
3L	11210096 	 11212074 	 1978
3L 	 11233460 	 11233581 	 121
3L	11239114 	 11239174 	 60
3L	11251020 	 11254422 	 3402
3L 	 11255006 	 11255107 	 101
3L 	 11264591 	 11264692 	 101
3L 	 11267780 	 11267811 	 31
3L	11290193 	 11310701 	 20508
3L	11324913 	 11328196 	 3283
3L	11334737 	 11335595 	 858
3L 	 11335595 	 11335713 	 118
3L	11353783 	 11355042 	 1259
3L	11355426 	 11355525 	 99
3L	11391402 	 11399290 	 7888
3L	11408726 	 11408790 	 64
3L	11420273 	 11429490 	 9217
3L	11461815 	 11462207 	 392
3L 	 11469861 	 11469967 	 106
3L 	 11506561 	 11506647 	 86
3L	11520902 	 11523435 	 2533
3L 	 11530933 	 11530972 	 39
3L 	 11582290 	 11582378 	 88
3L	11584951 	 11589300 	 4349
3L	11601473 	 11604148 	 2675
3L 	 11610408 	 11610530 	 122
3L	11626877 	 11634979 	 8102
3L	11655731 	 11656287 	 556
3L 	 11666970 	 11667073 	 103
3L 	 11710860 	 11710981 	 121
3L 	 11723610 	 11723672 	 62
3L 	 11726810 	 11726910 	 100
3L	11728283 	 11728380 	 97
3L 	 11746234 	 11746351 	 117
3L	11748222 	 11748283 	 61
3L 	 11783096 	 11783207 	 111
3L	11806138 	 11834885 	 28747
3L	11844561 	 11850164 	 5603
3L	11870604 	 11870652 	 48
3L 	 11887273 	 11887385 	 112
3L	11890775 	 11891647 	 872
3L 	 11896157 	 11896278 	 121
3L	11915722 	 11918038 	 2316
3L	11922823 	 11923688 	 865
3L	11936851 	 11944787 	 7936
3L	11947948 	 11948494 	 546
3L 	 11951179 	 11951211 	 32
3L	11951529 	 11951729 	 200
3L	11966230 	 11968444 	 2214
3L	11977109 	 11989791 	 12682
3L	11993005 	 11993055 	 50
3L	11994455 	 11994954 	 499
3L 	 12004697 	 12004820 	 123
3L	12006045 	 12006125 	 80
3L 	 12027865 	 12027983 	 118
3L	12042542 	 12042681 	 139
3L	12095701 	 12095910 	 209
3L	12128819 	 12129613 	 794
3L	12154420 	 12154655 	 235
3L 	 12184285 	 12184407 	 122
3L 	 12184369 	 12184407 	 38
